event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.ab_tooltips_enabled,event_properties.id,event_properties.title
tags_openID,1710977971187000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False,16,NotSelf
tags_openID,1710913408451000,a76c541a-f967-451d-8fad-0712b6456b2b,a76c541a-f967-451d-8fad-0712b6456b2b_1710913398086,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710913519215000,a76c541a-f967-451d-8fad-0712b6456b2b,a76c541a-f967-451d-8fad-0712b6456b2b_1710913398086,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710915705439000,c1238419-f3d0-445f-a45f-be7fc7a36202,c1238419-f3d0-445f-a45f-be7fc7a36202_1710915671917,/,subscribed,yearly_t_2,False,32,Bodygraph
tags_openID,1710915707598000,c1238419-f3d0-445f-a45f-be7fc7a36202,c1238419-f3d0-445f-a45f-be7fc7a36202_1710915671917,/,subscribed,yearly_t_2,False,7,Basics
tags_openID,1710915923028000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False,19,Relación
tags_openID,1710915999966000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False,19,Relación
tags_openID,1710916068278000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False,19,Relación
tags_openID,1710916144565000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False,19,Relación
tags_openID,1710916259551000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False,19,Relación
tags_openID,1710916284713000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False,19,Relación
tags_openID,1710916377027000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,20,Love
tags_openID,1710916601971000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,20,Love
tags_openID,1710916666135000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,20,Love
tags_openID,1710916680659000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,19,Relationship
tags_openID,1710916844561000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,19,Relationship
tags_openID,1710916972827000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,19,Relationship
tags_openID,1710916978044000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,17,Aura
tags_openID,1710917071542000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,17,Aura
tags_openID,1710917300182000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,17,Aura
tags_openID,1710917399925000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,17,Aura
tags_openID,1710917399925000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,17,Aura
tags_openID,1710917427181000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,36,Profile
tags_openID,1710917589604000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,36,Profile
tags_openID,1710917591055000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,36,Profile
tags_openID,1710917612668000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,31,Authority
tags_openID,1710917691921000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,31,Authority
tags_openID,1710917703472000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,36,Profile
tags_openID,1710917764819000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,36,Profile
tags_openID,1710917781655000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False,32,Bodygraph
tags_openID,1710814395522000,34622e44-b297-4871-9a53-e4bd7fee2348,34622e44-b297-4871-9a53-e4bd7fee2348_1710814287338,/,subscribed,yearly_t_2,False,34,Gates
tags_openID,1710918405867000,34622e44-b297-4871-9a53-e4bd7fee2348,34622e44-b297-4871-9a53-e4bd7fee2348_1710918393743,/,subscribed,yearly_t_2,False,34,Gates
tags_openID,1710922915285000,be1e8410-e9f2-4d31-bda5-d58753f892e4,be1e8410-e9f2-4d31-bda5-d58753f892e4_1710922423238,/,subscribed,monthly_t_2,False,10,Generator
tags_openID,1710922930430000,be1e8410-e9f2-4d31-bda5-d58753f892e4,be1e8410-e9f2-4d31-bda5-d58753f892e4_1710922423238,/,subscribed,monthly_t_2,False,22,Parenthood
tags_openID,1710925188381000,35b09107-4bc9-47b8-be9d-3acfadf549f2,35b09107-4bc9-47b8-be9d-3acfadf549f2_1710925117138,/,subscribed,yearly_t_2,False,20,Amor
tags_openID,1710922575489000,540a8a57-48ab-4b57-90eb-103da4d5ea5b,540a8a57-48ab-4b57-90eb-103da4d5ea5b_1710922479318,/,subscribed,yearly_t_2,False,8,Projector
tags_openID,1710922161182000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710922147800,/,subscribed,yearly_t_2,False,38,Course for beginners
tags_openID,1710923130232000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710922593470,/,subscribed,yearly_t_2,False,38,Course for beginners
tags_openID,1710923225478000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923299929000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923300519000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923329109000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923434279000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923526747000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923622202000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923780713000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923932565000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,9,Manifestor
tags_openID,1710923942380000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,11,Manifesting Generator
tags_openID,1708404588602000,7f982a14-328b-4db0-9606-af55ca05efac,7f982a14-328b-4db0-9606-af55ca05efac_1708404191749,/,subscription_cancelled,yearly_t_2,False,34,Gates
tags_openID,1710927502516000,93862eae-9958-4a61-919d-e2918561cb32,93862eae-9958-4a61-919d-e2918561cb32_1710927386760,/,subscribed,yearly_t_2,False,38,Course for beginners
